ID,Qualifications,Employment_Type,Age,Pincode,Gender,Product_Code,Loan_Amount,LTV,Resident_Type,Net_salary,Final_Tier,Make_Code,Model_Description,Model_Variant,PAST_LOANS_ACTIVE,Decision
147,OTHERS,AGR,40,521301,Female,MO,73902,91.63,O,20000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
148,GRAD,SEP,39,521001,Male,SC,114214,82.46,O,40000,05 Urban,NTORQ,NTORQ 125 XT BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
149,GRAD,SAL,23,560091,Female,SC,86631,84.92,O,25000,02 Megapolis (B),JUPITER,JUPITER BSVI - AOL,110 CC,PAST_LOANS_ACTIVE,APPROVED
150,GRAD,SAL,30,560096,Male,MC,59679,48.08,O,36000,02 Megapolis (B),RAIDER,TVS RAIDER DISC BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
151,PG,SAL,34,560061,Male,SC,89717,72.13,R,100000,02 Megapolis (B),NTORQ,TVS NTORQ 125 RACE XP BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
152,UG,SAL,48,560064,Male,SC,111117,89.83,O,30000,02 Megapolis (B),NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
153,HSC,SAL,33,560035,Male,SC,49172,39.15,R,35000,02 Megapolis (B),NTORQ,TVS NTORQ 125 RACE XP BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
154,GRAD,SAL,25,560035,Male,SC,88240,70.85,R,105000,02 Megapolis (B),JUPITER,JUPITER 125 BSVI DISC SXC U566,125CC DISC,PAST_LOANS_ACTIVE,APPROVED
155,OTHERS,SEP,22,621301,Male,SC,106012,85.91,O,45000,07 Rural,NTORQ,NTORQ 125 DISC â€“ RACE EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
156,OTHERS,SEP,60,620012,Female,MO,53934,70.35,O,44000,05 Urban,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
157,OTHERS,AGR,21,721126,Male,MC,94132,76.53,O,40000,07 Rural,RAIDER,TVS RAIDER DISC SS BSVI,RAIDER,NO_PAST_LOANS,APPROVED
158,PG,SAL,25,713358,Male,MC,150000,92.59,O,32000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BT BSVI,160 DISC,NO_PAST_LOANS,DECLINED
159,HSC,AGR,30,722205,Male,MC,107600,69.49,O,30000,07 Rural,APACHE,APACHE RTR 160 2V RM DRUM BSVI,160 DRUM,PAST_LOANS_ACTIVE,APPROVED
160,HSC,NREGI,54,722206,Male,MO,41000,49.27,O,32000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI - WINNER EDITION,XL 100CC,NO_PAST_LOANS,APPROVED
161,HSC,NREGI,24,841417,Male,MC,115435,48.53,O,23000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
162,SSC,SEP,23,713513,Female,SC,103897,84.81,O,25000,07 Rural,NTORQ,NTORQ 125 DISC â€“ RACE EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
163,HSC,SEP,21,722122,Male,SC,101753,77.31,O,36000,07 Rural,NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
164,SSC,NREGI,30,713422,Male,MC,59132,37.28,O,28000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
165,OTHERS,SEP,40,721437,Male,MC,111365,63.58,O,45000,07 Rural,APACHE,TVS APACHE RTR 160 4V BSVI - U626,160 DISC,PAST_LOANS_ACTIVE,APPROVED
166,HSC,AGR,29,722122,Male,MO,67647,82.51,O,34000,07 Rural,MOPEDS,TVS XL 100 COM ITS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
167,SSC,SEP,38,737131,Female,SC,44122,35.38,O,35000,07 Rural,NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
168,OTHERS,SEP,37,742303,Male,MC,68500,82.12,O,38000,07 Rural,SPORT,TVS SPORT ES BSVI - U559,SPORT,PAST_LOANS_ACTIVE,APPROVED
169,PG,SAL,28,713347,Male,SC,115400,83.87,O,32000,05 Urban,NTORQ,NTORQ 125 XT BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
170,GRAD,SEP,34,202001,Male,MC,98237,64.7,O,30000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,PAST_LOANS_ACTIVE,APPROVED
171,OTHERS,SEP,24,741501,Female,SC,102208,88.54,O,30000,07 Rural,JUPITER,JUPITER 125 BSVI - DISC,125 CC DISC,NO_PAST_LOANS,APPROVED
172,SSC,SAL,35,641603,Female,MO,56139,87.85,R,28000,05 Urban,MOPEDS,TVS XL 100 HD KS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
173,HSC,SAL,38,641664,Female,SC,106450,94.58,R,25000,07 Rural,JUPITER,JUPITER ZX BSVI - AOL - DRUM,110 CC,PAST_LOANS_ACTIVE,APPROVED
174,OTHERS,NREGI,37,600123,Male,SC,109700,79.78,R,30000,07 Rural,NTORQ,NTORQ 125 XT BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
175,HSC,SAL,42,600044,Male,SC,118156,91.24,R,30000,07 Rural,JUPITER,JUPITER 125 BSVI DISC SXC U566,125CC DISC,PAST_LOANS_ACTIVE,APPROVED
176,OTHERS,SAL,46,600062,Female,SC,48764,50.8,R,27000,04 Metro,ZEST,SCOOTY ZEST MATTE SERIES - BSVI,SCOOTY,PAST_LOANS_ACTIVE,APPROVED
177,GRAD,SEP,32,442605,Male,MC,84772,70.63,O,35000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
178,UG,SAL,24,441911,Male,MC,77358,64.47,O,21000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
179,GRAD,SEP,56,441111,Female,SC,70303,66.01,R,30000,07 Rural,JUPITER,JUPITER ZX BSVI - AOL - DRUM,110 CC,NO_PAST_LOANS,APPROVED
180,GRAD,AGR,29,445204,Male,MO,52114,70.06,O,40000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
181,GRAD,SAL,24,442401,Male,SC,111827,83.66,O,15000,07 Rural,NTORQ,NTORQ 125 XT BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
182,GRAD,SAL,31,442401,Male,SC,89984,84.49,O,25000,07 Rural,JUPITER,JUPITER ZX BSVI - AOL - DRUM,110 CC,PAST_LOANS_ACTIVE,APPROVED
183,GRAD,SEP,20,442401,Female,SC,100525,89.58,O,20000,07 Rural,JUPITER,JUPITER 125 DRUM BSVI - ALLOY WHEEL,125 CC DRUM,NO_PAST_LOANS,APPROVED
184,UG,SAL,32,440026,Male,EB,125500,76.99,R,25000,04 Metro,TVS,TVS IQUBE S,EBIKE,PAST_LOANS_ACTIVE,APPROVED
185,SSC,AGR,39,444711,Male,SC,88898,77.31,O,25000,07 Rural,JUPITER,TVS JUPITER CLASSIC DISC BSVI,110 CC,NO_PAST_LOANS,APPROVED
186,UG,AGR,51,440009,Male,SC,88658,78.63,O,25000,04 Metro,JUPITER,TVS JUPITER CLASSIC DISC BSVI,110 CC,NO_PAST_LOANS,APPROVED
187,GRAD,SAL,47,440009,Male,MC,86172,51.23,O,30000,04 Metro,APACHE,TVS APACHE RTR 160 4V BSVI - U626,160 DISC,PAST_LOANS_ACTIVE,APPROVED
188,GRAD,SAL,55,440030,Female,SC,95000,82.62,O,40000,04 Metro,JUPITER,TVS JUPITER CLASSIC DISC BSVI,110 CC,PAST_LOANS_ACTIVE,APPROVED
189,HSC,SEP,28,444806,Male,MC,66344,57.2,O,25000,07 Rural,RAIDER,TVS RAIDER DISC SS BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
190,UG,SAL,23,442401,Male,SC,80215,66.47,O,17500,07 Rural,NTORQ,NTORQ 125 DISC â€“ RACE EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
191,PG,SEP,35,444108,Female,MO,51138,67.72,O,50000,06 Semi-Urban,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
192,UG,SEP,30,441911,Male,SC,80751,71.96,O,26000,07 Rural,JUPITER,JUPITER 125 DRUM BSVI - ALLOY WHEEL,125 CC DRUM,PAST_LOANS_ACTIVE,APPROVED
193,GRAD,SAL,29,440013,Male,MC,103323,87.85,O,22500,04 Metro,RAIDER,TVS RAIDER DISC BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
194,GRAD,SAL,42,445001,Female,MC,73393,61.78,O,25000,07 Rural,RAIDER,TVS RAIDER DISC SS BSVI,RAIDER,NO_PAST_LOANS,APPROVED
195,UG,AGR,43,441401,Female,MC,100622,84.91,O,25000,06 Semi-Urban,RAIDER,TVS RAIDER DISC SS BSVI,RAIDER,NO_PAST_LOANS,APPROVED
196,GRAD,SEP,52,442401,Male,MO,57316,72.68,O,20000,07 Rural,MOPEDS,TVS XL 100 COM ITS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
197,UG,AGR,24,445103,Male,MO,57616,76.3,O,42000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
198,OTHERS,SAL,48,625004,Female,SC,101101,78.07,R,28000,04 Metro,NTORQ,NTORQ 125 DISC â€“ RACE EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
199,HSC,SAL,35,624202,Female,MO,67668,85.55,O,18000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
200,OTHERS,NREGI,49,624613,Male,MO,68631,86.77,O,24000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
201,HSC,SEP,37,623566,Male,MC,118670,91,O,25000,06 Semi-Urban,RAIDER,TVS RAIDER DISC BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
202,HSC,AGR,42,623407,Female,SC,112092,90.74,O,35000,07 Rural,JUPITER,JUPITER ZX DISC - SXC BSVI,110 CC,PAST_LOANS_ACTIVE,APPROVED
203,SSC,SEP,47,630556,Male,SC,97299,83.95,O,35000,07 Rural,JUPITER,JUPITER ZX BSVI - AOL - DRUM,110 CC,PAST_LOANS_ACTIVE,APPROVED
204,OTHERS,SEP,59,624220,Male,SC,100925,90.99,O,35000,07 Rural,JUPITER,JUPITER BSVI - AOL,110 CC,NO_PAST_LOANS,APPROVED
205,OTHERS,SAL,29,600056,Male,MC,141138,85.8,R,27000,04 Metro,APACHE,APACHE RTR 160 2V RM DISC BT BSVI,160 DISC,NO_PAST_LOANS,APPROVED
206,HSC,NREGI,43,600127,Male,SC,99557,91.58,O,45000,07 Rural,JUPITER,JUPITER ZX BSVI - AOL - DRUM,110 CC,PAST_LOANS_ACTIVE,APPROVED
207,OTHERS,AGR,38,244927,Male,MO,58041,78.47,O,40000,06 Semi-Urban,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
208,GRAD,SEP,43,263145,Female,SC,102583,87.67,O,22000,05 Urban,NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
209,SSC,SAL,24,241404,Female,MC,92372,79.95,O,18000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
210,OTHERS,AGR,37,625531,Male,MC,110443,84.7,O,45000,06 Semi-Urban,RAIDER,TVS RAIDER DISC BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
211,OTHERS,AGR,43,625579,Male,SC,96543,87.04,O,45000,07 Rural,JUPITER,JUPITER BSVI - AOL,110 CC,PAST_LOANS_ACTIVE,APPROVED
212,HSC,SEP,43,625531,Male,SC,81221,81.33,O,45000,06 Semi-Urban,ZEST,SCOOTY ZEST MATTE SERIES - BSVI,SCOOTY,PAST_LOANS_ACTIVE,APPROVED
213,OTHERS,SEP,54,625218,Male,SC,89888,90.01,O,25000,06 Semi-Urban,ZEST,SCOOTY ZEST MATTE SERIES - BSVI,SCOOTY,PAST_LOANS_ACTIVE,DECLINED
214,GRAD,SAL,26,229127,Male,MC,71166,61.6,O,24000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
215,PG,SEP,45,225001,Male,MC,77542,82.44,O,38000,07 Rural,CITY PLUS,STARCITY PLUS ES DT BSVI â€“ DUAL TONE,STAR CITY PLUS,PAST_LOANS_ACTIVE,APPROVED
216,OTHERS,SEP,29,501401,Female,SC,83183,82.36,O,60000,07 Rural,ZEST,SCOOTY ZEST MATTE SERIES - BSVI,SCOOTY,NO_PAST_LOANS,DECLINED
217,PG,SEP,21,500003,Male,SC,56652,45.14,O,45000,02 Megapolis (B),NTORQ,NTORQ 125 DISC â€“ RACE EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
218,UG,AGR,54,508207,Male,MO,72500,85.7,O,30000,07 Rural,MOPEDS,TVS XL 100 HD ITS SPL EDITION BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
219,OTHERS,AGR,60,508253,Male,MO,71500,84.12,O,26000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI - WINNER EDITION,XL 100CC,NO_PAST_LOANS,APPROVED
220,OTHERS,AGR,34,508202,Male,MC,52127,58.57,O,35000,07 Rural,SPORT,TVS SPORT ES BSVI - U559,SPORT,PAST_LOANS_ACTIVE,APPROVED
221,SSC,SAL,31,500098,Male,SC,98810,83.74,O,45000,06 Semi-Urban,JUPITER,JUPITER 125 BSVI - DISC,125 CC DISC,PAST_LOANS_ACTIVE,APPROVED
222,OTHERS,NREGI,25,713151,Male,MC,108700,68.84,O,35000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
223,HSC,NREGI,29,731243,Male,MC,58500,47.54,O,39000,06 Semi-Urban,RAIDER,TVS RAIDER DISC SS BSVI,RAIDER,NO_PAST_LOANS,APPROVED
224,HSC,NREGI,28,722122,Male,MC,126907,79.95,O,36000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
225,GRAD,NREGI,30,713424,Male,MC,57200,46.49,O,28000,07 Rural,RAIDER,TVS RAIDER DISC SS BSVI,RAIDER,NO_PAST_LOANS,APPROVED
226,SSC,NREGI,42,723101,Male,MC,108650,69.2,O,30000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
227,SSC,AGR,33,723151,Male,MC,136628,84.13,O,35000,06 Semi-Urban,APACHE,APACHE RTR 160 2V RM DISC BT BSVI,160 DISC,PAST_LOANS_ACTIVE,APPROVED
228,OTHERS,SEP,31,713339,Female,SC,87700,76.18,O,29000,05 Urban,JUPITER,JUPITER ZX DRUM SXC BSVI,110 CC,NO_PAST_LOANS,APPROVED
229,OTHERS,AGR,23,721513,Male,MC,114405,89.73,O,38000,07 Rural,RAIDER,TVS RAIDER DISC SSE BSVI,RAIDER,NO_PAST_LOANS,APPROVED
230,OTHERS,NREGI,35,571253,Female,SC,94339,75.41,O,45000,07 Rural,NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
231,OTHERS,SAL,33,575008,Female,SC,118999,95.12,O,40000,06 Semi-Urban,NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
232,OTHERS,SAL,34,641037,Female,EB,122656,0,O,35000,04 Metro,TVS,TVS IQUBE UG,EBIKE,NO_PAST_LOANS,APPROVED
233,UG,SAL,28,641108,Female,SC,101020,0,O,30000,07 Rural,JUPITER,JUPITER 125 DRUM BSVI - ALLOY WHEEL,125 CC DRUM,NO_PAST_LOANS,APPROVED
234,GRAD,SAL,53,600073,Male,SC,61827,58.55,O,25000,04 Metro,JUPITER,JUPITER BSVI - AOL,110 CC,NO_PAST_LOANS,APPROVED
235,GRAD,NREGI,35,600059,Male,SC,42413,30.84,R,30000,06 Semi-Urban,NTORQ,NTORQ 125 XT BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
236,GRAD,STU,19,600063,Male,SC,114345,89.47,O,21000,06 Semi-Urban,NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
237,GRAD,SAL,30,600076,Male,SC,99719,85,O,45000,06 Semi-Urban,JUPITER,TVS JUPITER CLASSIC DISC BSVI,110 CC,PAST_LOANS_ACTIVE,APPROVED
238,HSC,SEP,59,603202,Female,SC,74858,78.8,O,25000,07 Rural,ZEST,SCOOTY ZEST - BSVI,SCOOTY,NO_PAST_LOANS,APPROVED
239,HSC,NREGI,45,600115,Male,SC,98583,78.68,O,30000,06 Semi-Urban,NTORQ,NTORQ 125 DISC â€“ RACE EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
240,OTHERS,NREGI,34,600010,Female,SC,59500,49.38,R,25000,02 Megapolis (B),JUPITER,JUPITER 125 BSVI - DISC,125 CC DISC,PAST_LOANS_ACTIVE,APPROVED
241,SSC,SEP,33,576121,Male,MC,101236,80.81,O,35000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
242,GRAD,SAL,55,575005,Female,SC,118499,94.72,O,29000,06 Semi-Urban,NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
243,OTHERS,SEP,57,574151,Female,SC,104525,83.55,O,29000,07 Rural,NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
244,HSC,AGR,52,574214,Male,MO,56679,83.27,O,60000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
245,OTHERS,NREGI,26,575017,Female,SC,95749,91.8,O,98000,07 Rural,JUPITER,JUPITER BSVI - AOL,110 CC,PAST_LOANS_ACTIVE,APPROVED
246,OTHERS,SAL,23,574212,Male,MC,51618,40.82,O,35000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
247,OTHERS,AGR,56,574223,Female,SC,117549,92.74,O,35000,05 Urban,JUPITER,JUPITER 125 BSVI DISC SXC U566,125CC DISC,NO_PAST_LOANS,APPROVED
248,SSC,SAL,23,574154,Female,SC,104861,86.31,O,28000,07 Rural,NTORQ,NTORQ 125 DISC â€“ RACE EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
249,HSC,SAL,36,574224,Female,SC,97060,96.29,O,25000,07 Rural,JUPITER,JUPITER BSVI - SMW,110 CC,PAST_LOANS_ACTIVE,APPROVED
250,OTHERS,SAL,60,575001,Male,SC,103904,83.06,O,75000,07 Rural,NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
251,OTHERS,SAL,42,575004,Female,SC,103749,86.64,O,45000,07 Rural,JUPITER,JUPITER 125 BSVI - DISC,125 CC DISC,PAST_LOANS_ACTIVE,APPROVED
252,GRAD,SEP,50,575028,Female,SC,121173,95.62,O,20000,07 Rural,NTORQ,TVS NTORQ 125 RACE XP BSVI,125 CC,NO_PAST_LOANS,DECLINED
253,HSC,SEP,38,574216,Male,SC,85360,90.04,O,70000,07 Rural,ZEST,SCOOTY ZEST MATTE SERIES - BSVI,SCOOTY,PAST_LOANS_ACTIVE,APPROVED
254,GRAD,AGR,24,343001,Male,MO,47682,70.09,R,20000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
255,GRAD,NREGI,52,202001,Male,MC,70314,82.26,O,25000,07 Rural,RADEON,TVS RADEON 110 ES MAG BSVI,RADEON,PAST_LOANS_ACTIVE,APPROVED
256,GRAD,SEP,26,227304,Male,MC,105631,71.61,O,35000,07 Rural,APACHE,APACHE RTR 160 2V RM DRUM BSVI,160 DRUM,NO_PAST_LOANS,APPROVED
257,GRAD,SAL,45,211016,Male,MO,41211,54.6,O,30000,05 Urban,MOPEDS,TVS XL 100 COM ITS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
258,OTHERS,AGR,26,212201,Male,SC,63974,61.04,O,28000,07 Rural,JUPITER,JUPITER 125 DRUM BSVI - ALLOY WHEEL,125 CC DRUM,NO_PAST_LOANS,APPROVED
259,HSC,SAL,21,625017,Male,MC,88219,85.9,O,25000,04 Metro,RADEON,TVS RADEON 110 ES MAG REF BSVI,RADEON,NO_PAST_LOANS,APPROVED
260,UG,SAL,46,630002,Male,SC,75507,75.61,O,30000,06 Semi-Urban,ZEST,SCOOTY ZEST MATTE SERIES - BSVI,SCOOTY,PAST_LOANS_ACTIVE,APPROVED
261,PG,SAL,42,625605,Female,SC,102367,82.86,O,30000,06 Semi-Urban,JUPITER,JUPITER ZX DISC - SXC BSVI,110 CC,PAST_LOANS_ACTIVE,APPROVED
262,OTHERS,SEP,37,625579,Female,MO,74093,89.38,O,40000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI - WINNER EDITION,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
263,SSC,AGR,43,630501,Female,MO,69564,87.95,O,30000,06 Semi-Urban,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
264,OTHERS,SEP,21,283123,Male,MC,115203,75.89,O,29500,06 Semi-Urban,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
265,PG,SAL,40,281502,Male,SC,86782,85.89,O,30000,07 Rural,JUPITER,JUPITER ZX BSVI - AOL - DRUM,110 CC,PAST_LOANS_ACTIVE,APPROVED
266,UG,SEP,46,207250,Male,MC,108009,71.09,O,40000,06 Semi-Urban,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
267,UG,SEP,28,207247,Male,MC,118866,78.23,O,40000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
268,PG,SEP,59,281405,Male,MO,59800,80.85,O,29000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
269,GRAD,SAL,33,283102,Male,MC,64138,85,O,25000,07 Rural,SPORT,TVS SPORT ES BSVI - U559,SPORT,PAST_LOANS_ACTIVE,APPROVED
270,PG,SEP,40,282009,Male,MC,123987,81.84,O,25000,04 Metro,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
271,GRAD,SEP,30,282001,Male,MC,51515,67.43,O,35000,07 Rural,SPORT,TVS SPORT ES BSVI - U559,SPORT,PAST_LOANS_ACTIVE,APPROVED
272,OTHERS,SAL,36,244922,Female,MO,45000,83.72,O,22000,07 Rural,MOPEDS,TVS XL 100 HD KS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
273,OTHERS,SAL,45,244222,Male,MO,43191,79.37,O,38000,07 Rural,MOPEDS,TVS XL 100 HD KS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
274,GRAD,SEP,35,712148,Male,MC,136752,88.17,O,36000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,PAST_LOANS_ACTIVE,APPROVED
275,PG,SAL,36,244001,Male,MC,123828,81.41,O,32000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,PAST_LOANS_ACTIVE,APPROVED
276,OTHERS,SEP,33,244001,Male,SC,68230,61.45,O,35000,07 Rural,JUPITER,JUPITER 125 BSVI - DISC,125 CC DISC,PAST_LOANS_ACTIVE,APPROVED
277,OTHERS,SAL,43,244222,Male,SC,83317,90.01,O,58000,07 Rural,JUPITER,JUPITER BSVI - SMW,110 CC,PAST_LOANS_ACTIVE,APPROVED
278,HSC,SEP,33,247772,Male,MO,43600,75.17,O,25000,06 Semi-Urban,MOPEDS,TVS XL 100 HD KS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
279,OTHERS,SAL,30,251310,Male,MC,76738,89.97,O,42800,07 Rural,RADEON,TVS RADEON 110 ES MAG BSVI,RADEON,NO_PAST_LOANS,APPROVED
280,OTHERS,AGR,54,247554,Male,MC,83803,67.64,O,38000,07 Rural,RAIDER,TVS RAIDER DISC CONNECTED BSVI,RAIDER,NO_PAST_LOANS,APPROVED
281,OTHERS,SEP,32,416012,Male,SC,91812,82.25,O,19500,05 Urban,JUPITER,JUPITER 125 DRUM BSVI - ALLOY WHEEL,125 CC DRUM,NO_PAST_LOANS,DECLINED
282,GRAD,SEP,24,416216,Male,SC,85151,85.18,O,27000,07 Rural,JUPITER,JUPITER BSVI - AOL,110 CC,PAST_LOANS_ACTIVE,APPROVED
283,HSC,SAL,42,416005,Male,SC,90949,91.02,O,42000,05 Urban,JUPITER,JUPITER BSVI - AOL,110 CC,PAST_LOANS_ACTIVE,APPROVED
284,HSC,SEP,27,416405,Male,SC,75782,74.81,O,40000,07 Rural,JUPITER,JUPITER BSVI - AOL,110 CC,PAST_LOANS_ACTIVE,APPROVED
285,GRAD,SEP,41,415110,Female,SC,61718,61.11,O,27500,07 Rural,JUPITER,JUPITER BSVI - AOL,110 CC,PAST_LOANS_ACTIVE,APPROVED
286,GRAD,SEP,39,415108,Male,EB,106269,69.91,O,45500,06 Semi-Urban,TVS,TVS IQUBE UG,EBIKE,PAST_LOANS_ACTIVE,APPROVED
287,SSC,SAL,38,415711,Male,MC,86065,86.32,O,22000,07 Rural,RADEON,TVS RADEON BSVI DIGI DRUM DUAL TONE,RADEON,PAST_LOANS_ACTIVE,APPROVED
288,GRAD,SAL,43,416119,Male,EB,53909,35.69,O,50000,07 Rural,TVS,TVS IQUBE UG,EBIKE,PAST_LOANS_ACTIVE,APPROVED
289,SSC,AGR,33,416411,Female,SC,87980,82.67,O,40000,07 Rural,JUPITER,JUPITER ZX BSVI - AOL - DRUM,110 CC,NO_PAST_LOANS,APPROVED
290,GRAD,SEP,41,416203,Female,SC,93872,83.66,O,27000,06 Semi-Urban,JUPITER,JUPITER 125 DRUM BSVI - ALLOY WHEEL,125 CC DRUM,NO_PAST_LOANS,APPROVED
291,OTHERS,SEP,41,416109,Male,SC,109142,93.75,O,27000,07 Rural,JUPITER,JUPITER 125 BSVI - DISC,125 CC DISC,PAST_LOANS_ACTIVE,APPROVED
292,OTHERS,SEP,21,416115,Female,SC,90059,91.75,O,21000,07 Rural,JUPITER,JUPITER BSVI - SMW,110 CC,PAST_LOANS_ACTIVE,APPROVED
293,SSC,NREGI,25,757101,Male,SC,90000,75.95,O,26000,06 Semi-Urban,NTORQ,NTORQ 125 DISC â€“ RACE EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
294,GRAD,SEP,29,754250,Female,SC,92590,94,O,26000,07 Rural,JUPITER,JUPITER BSVI - AOL,110 CC,PAST_LOANS_ACTIVE,DECLINED
